web-scraper-order,USERNAME,RATING,REVIEW,TIME,COUNT THE PEOPLE WHO LIKED THE REVIEW
1743116909-229,DH,9.4,"The room design is so comforting. The lighting gives me and my wife relaxing feeling. The bathroom have a great water pressure. It's great! It's almost perfect. If they can fix the internet connection speed and give us the proper minibar. But overall, I want to coming back to this hotel!",2019-01-28,0
1743116909-230,RR,10.0,"This hotel was good for holiday or honeymoon, since I booked this room for my boss from China, he trust me to help him booked a room at Bali for him and his wife. both of them was so happy, with the simple preparation from the hotel, big room and so clean they said. They said thanks many times for me, and share this photos with me. I just feel so blessed that what the hotel offer on app was the same with the reality. They also said that the location was great and the check in process was good, since they afraid that check in with be difficult bcause their flight was on 00.00 in the middle of the night. The couple said that they love the interior and also every small detail inside the room. seems so luxury with a very good price!",2019-01-26,0
1743116909-231,FQ,9.1,Perfect staying here the only bad thing was there's a lot of mosquito especially in the bathroom area.,2019-01-25,0
1743116909-233,Chen W. Y.,8.5,"Nice place, good view and delicious breakfasting",2019-01-21,0
1743116909-235,Prissy P. A.,9.1,The hotels giving me a good impression.. For found comfort place's ever I tried in Bali,2019-01-18,0
1743116909-238,PN,9.7,"Had to miss our flight, but got paid with the excellent hospitality from this hotel, I am loving the interior & exterior basically everything.",2019-01-16,1
1743116909-239,LN,9.7,"This hotel is close to airport and main road, also close to nice places like Legian, Seminyak etc. They're clean as well and staffs are kind and all smile. I love my stay there. The room has enough light, thanks to big windows. The bathroom is big too and comfortable.",2019-01-15,0
1743116909-241,Fl,8.5,My fam were enjoyed while staying here. Comfort room and good breakfast meals.,2019-01-14,0
1743116909-242,Nithia K.,9.4,Actually I booked the deluxe room and they said it was unavailable and the upgraded to an executive room but then I found put that the deluxe room is bigger and have nicer bathroom then the executive one.,2019-01-11,0
1743116909-243,HM,9.4,my family and I took 2 rooms. and both are impressive. room according to photo. I will stay here again if going to Bali. Thanks mega boutiqe hotel,2019-01-10,0
1743116909-244,Indah P. P.,9.7,"on my second night, there’s some noise (i think it’s rat) from the ceiling. other than that, everything goes well and awesome while I am staying here.",2019-01-10,0
1743116909-245,TD,9.1,"We had our most pleasant night in Mega's Family suite room. Clean, beautiful lobby and room interior design, great rooftop swimming pool and pool side bar, great location to go anywhere without traffic jam. we also had a tasty and complete breakfast buffet, my daughter really happy when she found out there was a free flow ice cream. The downside was just about small parking lot and housekeeping. I asked for additional bath foam but it never came. Overall, it's a very recommended hotel in Bali, worth more than its price.",2019-01-05,0
1743116909-246,BC,5.4,"We disappointed with the facilities hotel, the water heater shower and bath up no work it out. We already complain this matter with front desk, but they can't fix it, because they just excuse, please understanding the hotel water heater system was limited. But how could it happen? we already paid the price, but we can not enjoy our holiday in this hotel :(",2019-01-05,0
1743116909-248,MM,6.0,"Their bathroom in my room is direct connected to the outdoor which is mean it’s easy for mosquitoes come in to my room. The smell of their lift was bad at that time when I stayed there. I don’t recommend this hotel for family, for business or couples maybe still OK. Thank you.",2019-01-03,0
1743116909-249,Novandi H.,9.7,"The room was clean, the staffs were helpful and there’s a pool in the rooftop with a nice view",2019-01-02,0
1743116909-250,YK,8.7,Location of the hotel is very strategic.,2019-01-01,1
1743116909-252,Ernalinda,4.5,Window not closed very well and noisy . Refrigerator are not colds at all very annoying.,2018-12-28,2
1743116909-253,VC,6.0,"the room is not comfortable, problem with toilet flushing, many mosquitoes, room lighting is so dim",2018-12-27,0
1743116909-254,TP,6.1,"As a 4 star hotel, this hotel doesn't really met the 4- stars hotel standards. My room was located just above the receptionist and the bath tub is located as though the room was a semi- permanent room, partitioned by a wooden partition. you can hear all the noise from the main road from the bath tub is located. As for the breakfast, we arrived 1 hour before the breakfast was closed, but the food was almost all finished. We had to wait several minutes to have the food served again.",2018-12-26,0
1743116909-257,Angeline,9.4,"I chose this hotel because I stayed here in during a vacation in 2016 and I loved the room so much. I loved the interior, concept, amenities, basically everything. It complies with my expectations of a boutique hotel. But this other time I stayed there, it wasn’t as pleasurable as the first time. Firstly, the room looked different than the one I stayed in before. I did mention during check-in that I’ve stayed at the property before and had this type of room on this floor. But the receptionist said that the rooms on that floor weren’t ready, and upgraded my room to Junior Suite. Not sure if it was, but it clearly didn’t meet my expectations of a Junior Suite. The aircon is placed above the room door, making the room warm since the air circulation gets blocked by the position of the bathroom which is just beside the entrance. Also the bathroom was not as I initially expected. My first room got a nice large bathtub located indoor while this one had the same bathtub, but it was outdoor in the balcony (there’s a sliding glass door separating the balcony with the bathroom area). Previous room also had separated shower and toilet, while this one had it placed in the same cubicle. I had a balcony with this room, but it still couldn’t make up my disappointment on the room in general. Now put the bad things aside, and let’s talk about the plus of this hotel. Their service is definitely something I can recommend people of. They’re all friendly, helpful, and welcoming. I had my breakfast at almost 10am and despite having everything ready to be cleaned up, they still welcomed me and even helped me with my coffee and everything. Most hotel staffs would be rude to guests who come for breakfast when it’s almost time to clean up, but they weren’t. The rooftop pool is nice and big enough for me, and they also have a bar there. The location is convenient and close to the airport, although you might need to drive for around 10 mins by bike to reach Kuta Beach, 15 to Seminyak, and so on. Obviously not walkable, so you need a transport to go around. All in all I’d still book this hotel next time I visit Bali, because apart from my complaints I had an enjoyable stay in this property. Thank you Mega Boutique!",2018-12-21,0
1743116909-258,RE,10.0,"1st experience when staying at mega boutique even 1 night only. Comfortable place and cozy room, variant delicious menu breakfast, close to sport markets. Easier access from airport. So it’s recommended to stay more days even with family",2018-12-16,0
1743116909-259,T,9.1,"this is my second stay, since I have a bad experience first. So, I'm a little picky about the room they offer. Until the give me the free upgraded room. The staff is very helpful, tasty food and much variation for breakfast. just can't understand why online taxi can't pick up passenger in this hotel.",2018-12-14,0
1743116909-260,F,9.7,"This hotel is perfect for honeymoon. You must try it. Next time, I will stay again in here.",2018-12-06,0
1743116909-261,BH,7.0,"The hotel staff is so friendly and I love the bathroom by the way but, the window cannot be locked I am just secure for my stuff, and in the night I've locked at my room, the hotel is good the staff is good but I think the building is old..",2018-12-05,0
1743116909-262,rp,9.4,"The most wonderful to stay here are the bathroom, bath tub and design. Yeah you can even make good picture for your instagram, just stay in the bath tub or the bathroom 😁. Despite that All is good. Will come back to stay here if i’m in bali.❤️",2018-12-02,0
1743116909-263,MA,8.5,"good place, recommended hotel for stay at bali.",2018-11-29,0
1743116909-264,AM,8.5,pretty good rooms and breakfast,2018-11-28,0
1743116909-265,RR,9.7,"Most friendly and helpful receptionist ever, so lovely and great first impression of hotel. The restaurant staff were just lovely and the food was amazing. Nice bedroom,and very spacious with cozy bathroom. I was very pleased with my stay, and although short and sweet this time, I hope to be back for a longer visit in the future.",2018-11-27,0
